BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,AGE OF THE BUILDING,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,ALPHABET CITY,01 ONE FAMILY DWELLINGS                    ,1,390,61,A4,189 EAST 7TH STREET,10009,1,0,1,987,2183,1860,158,1,A4,"$4,844,809",May-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,385,2,C7,21-23 AVENUE B,10009,12,4,16,4186,10588,1900,118,2,C7,"$10,350,000",Sep-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,389,18,C1,200 EAST 7TH STREET,10009,18,0,18,2271,10650,1910,108,2,C1,"$5,000,000",Sep-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2A,390,54,C3,203 EAST 7TH STREET,10009,4,0,4,1950,5446,2001,17,2,C3,"$6,250,000",May-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2B,390,64,C4,187 EAST 7TH STREET,10009,8,2,10,1642,5220,1910,108,2,C4,"$2,400,000",May-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,393,47,C4,377 EAST 10TH,10009,12,0,12,2370,10715,1900,118,2,C4,"$954,623",Jun-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,398,33,C7,28 AVENUE B,10009,16,1,17,1933,8699,1900,118,2,C7,"$5,000,000",Mar-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,399,26,C7,234 EAST 4TH   STREET,10009,28,2,30,4616,18690,1900,118,2,C7,"$7,906,412",Mar-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,400,54,C7,207 EAST 4TH STREET,10009,8,3,11,2364,7166,1900,118,2,C7,"$3,000,000",May-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2B,402,36,C4,106 AVENUE B,10009,8,2,10,1919,7810,1900,118,2,C4,"$3,100,000",May-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2A,404,47,C3,317 EAST 10TH   STREET,10009,4,0,4,2369,4100,1900,118,2,C3,"$5,850,000",Mar-18
1,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS             ,2,406,27,C4,544 EAST 13TH STREET,10009,14,0,14,2468,10888,1900,118,2,C4,"$1,423,033",Jun-18
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS           ,2,400,31,D6,62-74 AVENUE B,10009,81,2,83,14076,71334,1970,48,2,D6,"$82,000,000",Sep-18
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS           ,2,406,48,D9,531 EAST 12TH STREET,10009,26,1,27,5163,29960,2009,9,2,D9,"$12,576,125",Nov-18
1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS           ,2,406,48,D9,531 EAST 12TH STREET,10009,26,1,27,5163,29960,2009,9,2,D9,"$12,423,875",Nov-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1004,R4,399 EAST 8TH STREET,10009,1,0,1,0,481,2014,4,2,R4,"$732,376",Jul-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,378,1010,R4,399 EAST 8TH STREET,10009,1,0,1,0,733,2014,4,2,R4,"$1,016,213",Oct-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,392,1023,R4,143 AVENUE B,10009,1,0,1,6442,640,1928,90,2,R4,"$33,159",Sep-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,392,1061,R4,143 AVENUE B,10009,1,0,1,6442,500,1928,90,2,R4,"$975,000",Jun-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,392,1069,R4,143 AVENUE B,10009,1,0,1,6442,420,1928,90,2,R4,"$680,000",Feb-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,392,1072,R4,143 AVENUE B,10009,1,0,1,6442,650,1928,90,2,R4,"$1,150,000",Feb-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,392,1117,R4,631 EAST 9TH STREET,10009,1,0,1,0,933,2005,13,2,R4,"$1,372,500",Jul-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,392,1118,R4,631 EAST 9TH STREET,10009,1,0,1,0,951,2005,13,2,R4,"$1,350,000",Sep-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,394,1521,R4,189 AVENUE  C,10009,1,0,1,3853,671,1910,108,2,R4,"$692,410",Feb-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,394,1533,R4,189 AVENUE C,10009,1,0,1,3853,751,1910,108,2,R4,"$780,000",Aug-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,396,1007,R4,215 AVENUE B,10009,1,0,1,0,528,2008,10,2,R4,"$685,000",Oct-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,405,1302,R4,525 EAST 11TH STREET,10009,1,0,1,0,1039,1965,53,2,R4,"$2,000,000",Jan-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,405,1318,R4,525 EAST 11TH STREET,10009,1,0,1,0,434,1965,53,2,R4,"$640,000",Sep-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,406,1201,R4,536 EAST 13TH STREET,10009,1,0,1,0,1254,2013,5,2,R4,"$2,112,868",Aug-18
1,ALPHABET CITY,14 RENTALS - 4-10 UNIT                     ,2A,386,62,S4,217 EAST 3RD   STREET,10009,4,1,5,2212,6560,1900,118,2,S4,"$5,100,000",Feb-18
1,ALPHABET CITY,14 RENTALS - 4-10 UNIT                     ,2B,406,5,S9,202 AVENUE A,10009,6,2,8,2472,5399,1910,108,2,S9,"$6,750,000",Dec-17
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,372,1006,R1,296 EAST 2ND STREET,10009,1,0,1,0,570,2003,15,2,R1,"$752,500",Sep-18
1,ALPHABET CITY,22 STORE BUILDINGS                         ,4,404,23,K4,538 EAST 11TH STREET,10009,1,1,2,4845,10968,1904,114,4,K4,"$16,250,000",Oct-18
1,ALPHABET CITY,34 THEATRES                                ,4,385,24,J9,238 EAST 3RD   STREET,10009,0,1,1,5253,4300,1920,98,4,J9,"$12,000,000",Apr-18
1,ALPHABET CITY,46 CONDO STORE BUILDINGS                   ,4,402,1301,RK,100 AVENUE A,10009,0,1,1,8100,12052,2014,4,4,RK,"$22,000,000",Dec-17
1,CHELSEA,01 ONE FAMILY DWELLINGS                    ,1,743,63,A9,332 WEST 20TH STREET,10011,1,0,1,1510,3072,1910,108,1,A9,"$7,500,000",Aug-18
1,CHELSEA,01 ONE FAMILY DWELLINGS                    ,1,770,62,A4,240 WEST 21ST STREET,10011,1,0,1,2162,3600,1901,117,1,A4,"$6,350,000",Oct-18
1,CHELSEA,01 ONE FAMILY DWELLINGS                    ,1,772,40,A9,209 WEST 22ND STREET,10011,1,0,1,822,2776,1901,117,1,A9,"$4,650,000",Jun-18
1,CHELSEA,04 TAX CLASS 1 CONDOS                      ,1C,769,1005,R6,237 WEST 19TH STREET,10011,1,0,1,0,675,1900,118,1,R6,"$1,450,000",Apr-18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,694,30,C1,505 WEST 22ND STREET,10011,10,0,10,1274,6030,1900,118,2,C1,"$5,300,000",Jul-18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,694,31,C7,203 10TH AVENUE,10011,8,1,9,1835,8520,1905,113,2,C7,"$22,318,320",Jul-18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,719,15,C1,445 WEST 21ST STREET,10011,10,0,10,2534,9375,1910,108,2,C1,"$9,350,000",Aug-18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2A,738,63,C2,342 WEST 15TH   STREET,10011,6,0,6,1528,3950,1900,118,2,C2,"$7,500,000",Apr-18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2,741,34,C4,151-153 EIGHTH AVENUE,10011,16,2,18,3967,14375,1900,118,2,C4,$10,Mar-18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2,741,34,C4,151-153 EIGHTH AVENUE,10011,16,2,18,3967,14375,1900,118,2,C4,"$18,350,000",Mar-18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2A,753,75,C3,362 WEST 30TH STREET,10001,4,0,4,1975,2445,1900,118,2,C3,"$4,400,000",Feb-18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2,765,1,C7,102-116 EIGHTH AVENUE,10011,102,18,120,19307,102046,1905,113,2,C7,"$83,000,000",Sep-18
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2,771,62,C4,244 WEST 22ND STREET,10011,20,0,20,2468,9620,1901,117,2,C4,"$9,100,000",Oct-18
1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,2,769,44,D9,208 WEST 20TH STREET,10011,20,0,20,2050,7630,1920,98,2,D9,"$6,250,000",Nov-18
1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,2,792,20,D6,125 WEST 16TH   STREET,10011,43,1,44,9200,39504,1918,100,2,D6,"$41,409,879",Apr-18
1,CHELSEA,12 CONDOS - WALKUP APARTMENTS              ,2,764,1021,R2,219 WEST 14TH   STREET,10011,1,0,1,0,626,1930,88,2,R2,"$1,030,000",Apr-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,690,1018,R4,520 WEST 19 STREET,10011,1,0,1,9200,2041,2007,11,2,R4,"$3,420,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,691,1027,R4,100 11TH AVENUE,10011,1,0,1,12525,1950,2007,11,2,R4,"$3,685,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,691,1038,R4,100 11TH AVENUE,10011,1,0,1,12525,2060,2007,11,2,R4,"$4,300,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,692,1119,R4,500 WEST 21ST STREET,10011,1,0,1,18400,3150,2013,5,2,R4,"$9,000,000",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,692,1129,R4,500 WEST 21ST STREET,10011,1,0,1,18400,2182,2013,5,2,R4,"$5,550,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,693,1115,R4,551 WEST 21ST STREET,10011,1,0,1,17388,2288,2013,5,2,R4,"$5,100,000",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,693,1119,R4,551 WEST 21ST   STREET,10011,1,0,1,17388,2984,2013,5,2,R4,"$7,450,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,693,1122,R4,551 WEST 21ST   STREET,10011,1,0,1,17388,2984,2013,5,2,R4,"$7,850,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1307,R4,555 WEST 23RD STREET,10011,1,0,1,0,515,2005,13,2,R4,"$950,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1329,R4,555 WEST 23RD STREET,10011,1,0,1,0,1079,2005,13,2,R4,"$1,512,500",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1332,R4,555 WEST 23RD   STREET,10011,1,0,1,0,462,2005,13,2,R4,"$880,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1344,R4,555 WEST 23RD STREET,10011,1,0,1,0,670,2005,13,2,R4,$10,Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1361,R4,555 WEST 23RD STREET,10011,1,0,1,0,726,2005,13,2,R4,"$1,089,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1400,R4,555 WEST 23RD STREET,10011,1,0,1,0,462,2005,13,2,R4,"$738,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1402,R4,555 WEST 23RD STREET,10011,1,0,1,0,704,2005,13,2,R4,"$1,090,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1457,R4,555 WEST 23RD   STREET,10011,1,0,1,0,726,2005,13,2,R4,"$846,545",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1473,R4,555 WEST 23RD   STREET,10011,1,0,1,0,692,2005,13,2,R4,"$480,000",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1482,R4,555 WEST 23RD   STREET,10011,1,0,1,0,670,2005,13,2,R4,"$1,045,000",Feb-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1495,R4,555 WEST 23RD STREET,10011,1,0,1,0,637,2005,13,2,R4,"$1,025,000",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1522,R4,555 WEST 23RD STREET,10011,1,0,1,0,511,2005,13,2,R4,"$830,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1544,R4,555 WEST 23RD STREET,10011,1,0,1,0,706,2005,13,2,R4,"$990,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1548,R4,555 WEST 23RD   STREET,10011,1,0,1,0,670,2005,13,2,R4,"$999,500",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1563,R4,555 WEST 23RD STREET,10011,1,0,1,0,670,2005,13,2,R4,$10,Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1583,R4,555 WEST 23RD STREET,10011,1,0,1,0,1172,2005,13,2,R4,"$1,725,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1594,R4,555 WEST 23RD   STREET,10011,1,0,1,0,706,2005,13,2,R4,"$915,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1595,R4,555 WEST 23RD STREET,10011,1,0,1,0,755,2005,13,2,R4,"$1,260,000",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1604,R4,555 WEST 23RD STREET,10011,1,0,1,0,511,2005,13,2,R4,"$828,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1607,R4,555 WEST 23RD STREET,10011,1,0,1,0,852,2005,13,2,R4,"$1,150,000",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1630,R4,555 WEST 23RD   STREET,10011,1,0,1,0,1004,2005,13,2,R4,"$1,670,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1705,R4,231 10TH AVENUE,10011,1,0,1,0,1421,2005,13,2,R4,"$2,150,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1721,R4,231 10TH   AVENUE,10011,1,0,1,0,2647,2005,13,2,R4,"$5,550,000",Feb-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1810,R4,200 11TH AVENUE,10011,1,0,1,7407,2391,2007,11,2,R4,"$8,500,000",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,696,1120,R4,245 10TH AVENUE,10001,1,0,1,6332,2605,2007,11,2,R4,"$6,100,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,699,1204,R4,540 WEST 28TH STREET,10001,1,0,1,0,816,2009,9,2,R4,"$1,435,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,699,1212,R4,540 WEST 28TH STREET,10001,1,0,1,0,1181,2009,9,2,R4,"$1,725,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,699,1237,R4,540 WEST 28TH   STREET,10001,1,0,1,0,716,2009,9,2,R4,$10,Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,699,1247,R4,540 WEST 28TH ST,10001,1,0,1,0,567,2009,9,2,R4,"$855,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,699,1264,R4,540 WEST 28TH STREET,10001,1,0,1,0,716,2009,9,2,R4,"$1,300,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,699,1289,R4,540 WEST 28TH   STREET,10001,1,0,1,0,1755,2009,9,2,R4,"$3,450,000",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,714,1003,R4,450 WEST 17TH STREET,10011,1,0,1,0,948,2006,12,2,R4,"$2,290,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,714,1107,R4,450 WEST 17TH STREET,10011,1,0,1,0,1038,2006,12,2,R4,"$2,380,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,714,1114,R4,450 WEST 17TH STREET,10011,1,0,1,0,635,2006,12,2,R4,"$1,580,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,714,1123,R4,450 WEST 17TH   STREET,10011,1,0,1,0,689,2006,12,2,R4,"$1,695,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,714,1145,R4,450 WEST 17TH   STREET,10011,1,0,1,0,1038,2006,12,2,R4,"$2,550,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,714,1155,R4,450 WEST 17TH STREET,10011,1,0,1,0,828,2006,12,2,R4,"$1,900,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,714,1160,R4,450 WEST 17,10011,1,0,1,0,730,2006,12,2,R4,"$1,715,000",Feb-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,716,1007,R4,452 WEST 19TH STREET,10011,1,0,1,0,1006,1920,98,2,R4,"$1,242,265",Feb-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,716,1015,R4,452 WEST 19TH STREET,10011,1,0,1,0,1006,1920,98,2,R4,"$1,280,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,716,1206,R4,447 WEST 18TH   STREET,10011,1,0,1,10733,872,2007,11,2,R4,"$1,340,000",Feb-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,716,1227,R4,447 WEST 18TH STREET,10011,1,0,1,10733,1379,2007,11,2,R4,"$2,400,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,716,1412,R4,456 WEST 19TH   STREET,10011,1,0,1,6967,1466,2008,10,2,R4,"$2,700,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,717,1105,R4,445 WEST 19TH STREET,10011,1,0,1,0,489,1989,29,2,R4,"$730,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,718,1215,R4,455 WEST 20TH STREET,10011,1,0,1,0,1337,1931,87,2,R4,"$2,800,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,720,1020,R4,420 WEST 23RD STREET,10011,1,0,1,7554,808,1984,34,2,R4,"$1,275,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,720,1021,R4,420 WEST 23RD   STREET,10011,1,0,1,7554,654,1984,34,2,R4,"$999,000",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,720,1033,R4,420 WEST 23RD   STREET,10011,1,0,1,7554,654,1984,34,2,R4,"$1,023,975",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,738,1103,R4,66 9 AVENUE,10011,1,0,1,0,1690,1920,98,2,R4,"$3,850,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,738,1305,R4,345 WEST 14TH STREET,10014,1,0,1,0,1117,1960,58,2,R4,"$1,654,387",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,738,1325,R4,345 WEST 14TH STREET,10014,1,0,1,0,1427,1960,58,2,R4,"$3,550,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,742,1035,R4,305 WEST 18TH,10011,1,0,1,11238,609,1950,68,2,R4,"$900,000",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,742,1055,R4,305 WEST 18TH STREET,10011,1,0,1,11238,589,1950,68,2,R4,"$817,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,746,1326,R4,305 WEST 22ND STREET,10011,1,0,1,0,1000,1920,98,2,R4,"$2,200,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,746,1545,R4,312 WEST 23RD STREET,10011,1,0,1,0,302,1948,70,2,R4,"$620,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,746,1564,R4,312 WEST 23RD STREET,10011,1,0,1,0,302,1948,70,2,R4,"$600,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,751,1017,R4,360 WEST 28TH STREET,10001,1,0,1,0,720,2002,16,2,R4,"$985,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,753,1127,R4,308 WEST 30TH STREET,10001,1,0,1,6518,716,1925,93,2,R4,"$1,064,626",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,753,1137,R4,308 WEST 30TH STREET,10001,1,0,1,6518,591,1925,93,2,R4,"$875,695",Oct-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,753,1152,R4,308 WEST 30TH   STREET,10001,1,0,1,6518,566,1925,93,2,R4,"$925,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,764,1215,R4,245 WEST 14TH STREET,10011,1,0,1,5132,845,2009,9,2,R4,"$1,650,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,764,1216,R4,245 WEST 14TH STREET,10011,1,0,1,5132,678,2009,9,2,R4,"$1,350,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,764,1223,R4,245 WEST 14 STREET,10011,1,0,1,5132,1580,2009,9,2,R4,"$2,950,000",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1109,R4,270 WEST 17TH STREET,10011,1,0,1,0,847,1989,29,2,R4,"$1,425,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1115,R4,270 WEST 17TH STREET,10011,1,0,1,0,847,1989,29,2,R4,"$1,400,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1119,R4,270 WEST 17TH STREET,10011,1,0,1,0,622,1989,29,2,R4,"$986,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1127,R4,270 WEST 17TH STREET,10011,1,0,1,0,525,1989,29,2,R4,"$925,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1130,R4,270 WEST 17TH STREET,10011,1,0,1,0,1096,1989,29,2,R4,"$2,150,000",Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1166,R4,270 WEST 17TH STREET,10011,1,0,1,0,568,1989,29,2,R4,"$1,187,500",Sep-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1208,R4,270 WEST 17TH STREET,10011,1,0,1,0,575,1989,29,2,R4,"$1,353,000",Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1223,R4,270 WEST 17TH STREET,10011,1,0,1,0,592,1989,29,2,R4,"$1,280,000",Aug-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1228,R4,270 WEST 17TH   STREET,10011,1,0,1,0,645,1989,29,2,R4,$10,Jan-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1250,R4,270 WEST 17TH STREET,10011,1,0,1,0,908,1989,29,2,R4,"$2,221,500",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,766,1416,R4,246 WEST 17TH STREET,10011,1,0,1,0,1529,1926,92,2,R4,"$2,950,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,767,1554,R4,212 WEST 18TH STREET,10011,1,0,1,0,7058,1929,89,2,R4,"$31,000,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,768,1407,R4,270 WEST 19TH   STREET,10011,1,0,1,0,1085,2004,14,2,R4,"$2,050,000",Dec-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,769,1605,R4,245 WEST 19TH STREET,10011,1,0,1,5955,1238,2006,12,2,R4,"$1,910,000",Apr-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,773,1112,R4,213 WEST 23RD STREET,10011,1,0,1,0,6600,1990,28,2,R4,"$12,300,000",Mar-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,792,1026,R4,112 WEST 18TH STREET,10011,1,0,1,0,528,1918,100,2,R4,"$2,000,000",Feb-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,792,1043,R4,135 WEST 16TH STREET,10011,1,0,1,0,528,1918,100,2,R4,"$870,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,793,1018,R4,117 WEST 17TH STREET,10011,1,0,1,12359,1540,1910,108,2,R4,"$3,349,000",Jun-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,793,1024,R4,112 WEST 18TH STREET,10011,1,0,1,12359,1230,1899,119,2,R4,$10,Jul-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,793,1507,R4,100 WEST 18TH STREET,10011,1,0,1,0,1782,2006,12,2,R4,"$3,225,000",May-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,793,1543,R4,100 W 18 ST,10011,1,0,1,0,1527,2006,12,2,R4,"$2,625,000",Feb-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,793,1611,R4,127 7 AVENUE,10011,1,0,1,0,747,2008,10,2,R4,"$1,475,000",Apr-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,793,1612,R4,127 7 AVENUE,10011,1,0,1,0,1035,2008,10,2,R4,"$1,880,000",Apr-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,793,1626,R4,166 WEST 18TH STREET,10011,1,0,1,0,844,2008,10,2,R4,"$1,570,000",Jan-18
