BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,AGE OF THE BUILDING,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1182,R4,171 EAST 84TH STREET,10028,1,0,1,0,1253,1987,31,2,R4,"$2,600,000",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1201,R4,171 EAST 84TH STREET,10028,1,0,1,0,1253,1987,31,2,R4,"$1,960,000",Oct-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1359,R4,150 EAST 85TH STREET,10028,1,0,1,0,1228,1986,32,2,R4,"$1,732,000",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1393,R4,150 EAST 85TH,10028,1,0,1,0,1460,1986,32,2,R4,"$2,275,000",Feb-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1396,R4,150 EAST 85TH STREET,10028,1,0,1,0,1090,1986,32,2,R4,"$1,540,000",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1514,1126,R4,151 EAST 86TH   STREET,10028,1,0,1,0,2480,2007,11,2,R4,"$5,425,000",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1514,1142,R4,150 EAST 86TH STREET,10028,1,0,1,0,3478,2007,11,2,R4,"$7,870,000",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1514,1156,R4,151 EAST 85TH STREET,10028,1,0,1,0,2480,2007,11,2,R4,"$3,249,188",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1514,1183,R4,150 EAST 86TH STREET,10028,1,0,1,0,2160,2007,11,2,R4,"$5,350,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1514,1190,R4,150 EAST 86TH   STREET,10028,1,0,1,0,2160,2007,11,2,R4,"$5,500,000",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1008,R4,110 EAST 87TH STREET,10128,1,0,1,0,705,1939,79,2,R4,"$840,000",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1022,R4,110 EAST 87TH STREET,10128,1,0,1,0,507,1939,79,2,R4,"$685,000",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1245,R4,120 EAST 87TH STREET,10128,1,0,1,0,1438,1981,37,2,R4,"$2,050,000",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1278,R4,120 EAST 87TH,10128,1,0,1,0,1925,1981,37,2,R4,"$4,000,000",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1311,R4,120 EAST 87TH STREET,10128,1,0,1,0,774,1981,37,2,R4,"$1,750,000",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1336,R4,120 EAST 87TH STREET,10128,1,0,1,0,826,1981,37,2,R4,"$1,330,000",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1350,R4,120 EAST 87TH STREET,10128,1,0,1,0,1197,1981,37,2,R4,"$2,100,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1370,R4,120 EAST 87TH STREET,10128,1,0,1,0,1831,1981,37,2,R4,"$3,585,000",Nov-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1422,R4,120 EAST 87TH STREET,10128,1,0,1,0,536,1981,37,2,R4,"$1,000,000",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1434,R4,120 EAST 87TH STREET,10128,1,0,1,0,1896,1981,37,2,R4,"$4,300,000",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1445,R4,120 EAST 87TH STREET,10128,1,0,1,0,863,1981,37,2,R4,"$1,250,000",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1516,1007,R4,153 EAST 87TH   STREET,10128,1,0,1,0,931,1928,90,2,R4,"$1,045,000",Feb-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1517,1013,R4,111 EAST 88TH   STREET,10128,1,0,1,0,1610,1929,89,2,R4,"$2,550,000",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1517,1047,R4,111 EAST 88TH STREET,10128,1,0,1,0,615,1929,89,2,R4,"$1,780,000",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1518,1025,R4,120 EAST 90TH STREET,10128,1,0,1,0,550,1962,56,2,R4,"$720,000",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1518,1027,R4,120 EAST 90TH   STREET,10128,1,0,1,0,550,1962,56,2,R4,"$715,000",Feb-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1518,1049,R4,120 EAST 90TH STREET,10128,1,0,1,0,910,1962,56,2,R4,"$2,700,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1518,1078,R4,120 EAST 90TH STREET,10128,1,0,1,0,481,1962,56,2,R4,"$525,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1518,1101,R4,120 EAST 90TH STREET,10128,1,0,1,0,481,1962,56,2,R4,"$640,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1519,1036,R4,181 EAST 90TH   STREET,10128,1,0,1,0,2077,2003,15,2,R4,$1,Apr-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1519,1086,R4,181 EAST 90TH STREET,10128,1,0,1,0,1658,2003,15,2,R4,"$3,000,000",Apr-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1527,1022,R4,1441 3 AVENUE,10028,1,0,1,7763,897,1984,34,2,R4,"$1,300,000",Oct-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1527,1038,R4,1437 3 AVENUE,10028,1,0,1,7763,1230,1984,34,2,R4,"$2,085,000",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1527,1042,R4,1437 3 AVENUE,10028,1,0,1,7763,1515,1984,34,2,R4,"$3,250,000",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1527,1044,R4,1437 3 AVENUE,10028,1,0,1,7763,1230,1984,34,2,R4,"$1,975,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1527,1048,R4,1437 3 AVENUE,10028,1,0,1,7763,1515,1984,34,2,R4,"$1,980,000",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1531,1055,R4,205 EAST 85TH STREET,10028,1,0,1,0,547,2007,11,2,R4,"$880,000",Oct-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1531,1132,R4,205 EAST 85TH STREET,10028,1,0,1,0,1023,2007,11,2,R4,"$1,710,000",Apr-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1531,1153,R4,205 EAST 85TH STREET,10028,1,0,1,0,1937,2007,11,2,R4,"$3,800,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1532,1005,R4,225 EAST 86TH STREET,10028,1,0,1,0,826,1981,37,2,R4,"$808,000",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1532,1026,R4,225 EAST 86TH STREET,10028,1,0,1,0,679,1981,37,2,R4,"$688,000",Feb-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1534,1026,R4,200 EAST 89TH STREET,10128,1,0,1,13000,1016,1987,31,2,R4,"$1,760,000",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1534,1048,R4,200 EAST 89TH STREET,10128,1,0,1,13000,661,1987,31,2,R4,"$1,600,000",Oct-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1534,1102,R4,200 EAST 89TH STREET,10128,1,0,1,13000,773,1987,31,2,R4,"$850,000",Nov-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1534,1132,R4,200 EAST 89TH STREET,10128,1,0,1,13000,545,1987,31,2,R4,"$755,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1534,1162,R4,200 EAST 89TH STREET,10128,1,0,1,13000,562,1987,31,2,R4,"$765,000",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1534,1219,R4,200 EAST 89TH STREET,10128,1,0,1,13000,765,1987,31,2,R4,"$1,100,000",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1534,1239,R4,200 EAST 89TH STREET,10128,1,0,1,13000,638,1987,31,2,R4,"$921,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1087,R4,245 EAST 93RD   STREET,10128,1,0,1,0,1056,1985,33,2,R4,"$1,300,000",Dec-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1144,R4,245 EAST 93 STREET,10128,1,0,1,0,1262,1985,33,2,R4,"$1,700,000",Dec-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1176,R4,245 EAST 93RD STREET,10128,1,0,1,0,787,1985,33,2,R4,"$1,055,000",Oct-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1183,R4,245 EAST 93RD STREET,10128,1,0,1,0,787,1985,33,2,R4,"$920,000",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1244,R4,245 EAST 93RD STREET,10128,1,0,1,0,1280,1985,33,2,R4,"$2,650,000",Oct-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1245,R4,245 EAST 93RD STREET,10128,1,0,1,0,973,1985,33,2,R4,"$1,255,000",Dec-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1373,R4,200 EAST 94TH STREET,10128,1,0,1,45739,729,1986,32,2,R4,"$1,040,000",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1378,R4,200 EAST 94TH STREET,10128,1,0,1,45739,1554,1986,32,2,R4,"$2,510,000",Nov-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1398,R4,200 EAST 94TH STREET,10128,1,0,1,45739,1048,1986,32,2,R4,"$1,675,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1440,R4,200 E 94TH STREET,10128,1,0,1,45739,917,1986,32,2,R4,$10,Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1445,R4,200 EAST 94TH STREET,10128,1,0,1,45739,1048,1986,32,2,R4,"$1,675,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1462,R4,200 EAST 94TH STREET,10128,1,0,1,45739,854,1986,32,2,R4,"$1,300,000",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1486,R4,200 EAST 94TH STREET,10128,1,0,1,45739,2585,1986,32,2,R4,"$1,173,278",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1586,R4,200 EAST 94TH STREET,10128,1,0,1,45739,1576,1986,32,2,R4,"$3,000,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1016,R4,301 EAST 79TH STREET,10075,1,0,1,0,921,1974,44,2,R4,"$406,131",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1022,R4,301 EAST 79TH STREET,10075,1,0,1,0,681,1974,44,2,R4,"$850,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1025,R4,301 EAST 79TH   STREET,10075,1,0,1,0,657,1974,44,2,R4,"$785,000",Apr-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1032,R4,301 EAST 79TH   STREET,10075,1,0,1,0,392,1974,44,2,R4,"$575,000",Apr-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1102,R4,301 EAST 79TH STREET,10075,1,0,1,0,681,1974,44,2,R4,"$882,500",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1108,R4,301 EAST 79TH STREET,10075,1,0,1,0,619,1974,44,2,R4,"$800,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1164,R4,301 EAST 79TH STREET,10075,1,0,1,0,654,1974,44,2,R4,"$830,000",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1168,R4,301 EAST 79TH   STREET,10075,1,0,1,0,907,1974,44,2,R4,"$1,514,000",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1176,R4,301 EAST 79TH   STREET,10075,1,0,1,0,392,1974,44,2,R4,"$620,000",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1202,R4,301 EAST 79TH STREET,10075,1,0,1,0,569,1974,44,2,R4,"$810,000",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1236,R4,301 EAST 79TH STREET,10075,1,0,1,0,619,1974,44,2,R4,"$805,000",Nov-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1246,R4,301 EAST 79TH   STREET,10075,1,0,1,0,1246,1974,44,2,R4,"$967,500",Apr-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1266,R4,301 EAST 79TH   STREET,10075,1,0,1,0,615,1974,44,2,R4,"$883,600",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1289,R4,301 EAST 79TH STREET,10075,1,0,1,0,556,1974,44,2,R4,"$760,000",Nov-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1319,R4,301 EAST 79TH STREET,10075,1,0,1,0,392,1974,44,2,R4,"$579,000",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1321,R4,301 EAST 79TH   STREET,10075,1,0,1,0,556,1974,44,2,R4,"$422,500",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1323,R4,301 EAST 79TH STREET,10075,1,0,1,0,654,1974,44,2,R4,"$900,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1385,R4,301 EAST 79TH STREET,10075,1,0,1,0,565,1974,44,2,R4,"$862,500",Nov-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1426,R4,301 EAST 79TH ST,10075,1,0,1,0,846,1974,44,2,R4,"$1,670,000",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1514,R4,301 EAST 79TH STREET,10075,1,0,1,0,648,1974,44,2,R4,"$90,010",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1514,R4,301 EAST 79TH STREET,10075,1,0,1,0,648,1974,44,2,R4,"$90,010",Oct-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1528,R4,301 EAST 79TH   STREET,10075,1,0,1,0,1807,1974,44,2,R4,"$4,010,000",Dec-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1542,1541,R4,301 EAST 79TH STREET,10075,1,0,1,0,564,1974,44,2,R4,"$835,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1013,R4,345 EAST 80TH STREET,10075,1,0,1,0,572,1973,45,2,R4,"$700,000",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1018,R4,345 EAST 80TH STREET,10075,1,0,1,0,572,1973,45,2,R4,"$725,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1077,R4,345 EAST 80TH STREET,10075,1,0,1,0,1149,1973,45,2,R4,"$1,325,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1162,R4,345 EAST 80TH   STREET,10075,1,0,1,0,929,1973,45,2,R4,"$1,150,000",Dec-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1184,R4,345 EAST 80TH STREET,10075,1,0,1,0,929,1973,45,2,R4,"$1,188,000",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1232,R4,345 EAST 80TH STREET,10075,1,0,1,0,627,1973,45,2,R4,"$743,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1237,R4,345 EAST 80TH STREET,10075,1,0,1,0,627,1973,45,2,R4,"$777,026",Oct-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1249,R4,345 EAST 80TH STREET,10075,1,0,1,0,733,1973,45,2,R4,"$941,881",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1543,1314,R4,345 EAST 80TH STREET,10075,1,0,1,0,590,1973,45,2,R4,$10,May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1010,R4,350 EAST 82ND STREET,10028,1,0,1,0,610,1998,20,2,R4,"$617,000",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1039,R4,350 E 82ND STR,10028,1,0,1,0,747,1998,20,2,R4,"$899,000",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1040,R4,350 EAST 82ND STREET,10028,1,0,1,0,714,1998,20,2,R4,"$878,000",Dec-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1085,R4,350 E 82ND ST,10028,1,0,1,0,722,1998,20,2,R4,"$685,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1114,R4,350 EAST 82 STREET,10028,1,0,1,0,700,1998,20,2,R4,"$865,000",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1116,R4,350 EAST 82ND   STREET,10028,1,0,1,0,610,1998,20,2,R4,"$720,000",Apr-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1122,R4,350 EAST 82ND STREET,10028,1,0,1,0,700,1998,20,2,R4,"$890,000",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1544,1137,R4,350 EAST 82ND STREET,10028,1,0,1,0,1889,1998,20,2,R4,"$2,300,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1548,1305,R4,305 EAST 85TH STREET,10028,1,0,1,0,1042,2008,10,2,R4,"$1,175,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1548,1309,R4,305 EAST 85TH STREET,10028,1,0,1,0,1923,2008,10,2,R4,"$3,000,000",Nov-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1045,R4,360 EAST 88TH STREET,10128,1,0,1,0,500,1988,30,2,R4,"$325,000",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1068,R4,360 EAST 88 STREET,10128,1,0,1,0,984,1988,30,2,R4,"$1,230,000",Nov-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1072,R4,360 EAST 88TH STREET,10128,1,0,1,0,984,1988,30,2,R4,"$1,300,000",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1094,R4,360 EAST 88TH STREET,10128,1,0,1,0,1481,1988,30,2,R4,"$2,055,000",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1098,R4,360 EAST 88TH   STREET,10128,1,0,1,0,1481,1988,30,2,R4,"$2,085,000",Feb-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1116,R4,360 EAST 88TH STREET,10128,1,0,1,0,984,1988,30,2,R4,"$1,400,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1134,R4,360 EAST 88TH   STREET,10128,1,0,1,0,2237,1988,30,2,R4,"$3,425,000",Dec-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1550,1148,R4,360 EAST 88TH ST,10128,1,0,1,0,1399,1988,30,2,R4,"$2,000,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1103,R4,300 EAST 90TH STREET,10128,1,0,1,1925,1320,1987,31,2,R4,"$950,000",Sep-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1106,R4,300 EAST 90TH STREET,10128,1,0,1,0,657,1987,31,2,R4,"$750,000",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1303,R4,389 EAST 89TH STREET,10128,1,0,1,10070,836,2002,16,2,R4,"$1,180,000",Oct-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1310,R4,389 EAST 89TH STREET,10128,1,0,1,10070,1009,2002,16,2,R4,"$1,397,752",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1311,R4,389 EAST 89TH STREET,10128,1,0,1,10070,624,2002,16,2,R4,"$873,353",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1313,R4,389 EAST 89TH STREET,10128,1,0,1,10070,743,2002,16,2,R4,"$985,361",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1314,R4,389 EAST 89TH STREET,10128,1,0,1,10070,605,2002,16,2,R4,"$822,441",Aug-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1317,R4,389 EAST 89TH   STREET,10128,1,0,1,10070,836,2002,16,2,R4,"$1,270,471",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1320,R4,389 EAST 89TH   STREET,10128,1,0,1,10070,624,2002,16,2,R4,"$893,718",Apr-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1321,R4,389 EAST 89TH   STREET,10128,1,0,1,10070,814,2002,16,2,R4,"$1,214,467",Feb-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1322,R4,389 EAST 89TH   STREET,10128,1,0,1,10070,743,2002,16,2,R4,"$945,905",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1325,R4,389 EAST 89TH   STREET,10128,1,0,1,10070,1037,2002,16,2,R4,"$1,443,573",Jan-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1327,R4,389 EAST 89TH STREET,10128,1,0,1,10070,867,2002,16,2,R4,"$1,413,026",Jun-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1331,R4,389 EAST 89TH   STREET,10128,1,0,1,10070,743,2002,16,2,R4,"$999,412",Dec-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1344,R4,389 EAST 89TH   STREET,10128,1,0,1,10070,989,2002,16,2,R4,"$1,514,851",Apr-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1345,R4,389 EAST 89TH STREET,10128,1,0,1,10070,1052,2002,16,2,R4,"$1,590,000",Nov-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1375,R4,389 EAST 89TH   STREET,10128,1,0,1,10070,1315,2002,16,2,R4,"$2,186,896",Mar-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1386,R4,389 E 89 ST,10128,1,0,1,10070,729,2002,16,2,R4,"$1,170,000",May-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1393,R4,389 EAST 89TH STREET,10128,1,0,1,10070,1315,2002,16,2,R4,"$2,344,725",Jul-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1401,R4,389 EAST 89TH   STREET,10128,1,0,1,10070,1400,2002,16,2,R4,"$2,280,000",Apr-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1552,1412,R4,389 EAST 89TH   STREET,10128,1,0,1,10070,1582,2002,16,2,R4,"$2,802,937",Feb-18
